geneID	Glc1	Glc2	Glc3	Lac1	Lac2	Lac3	LNT1	LNT2	LNT3	XGL1	XGL2	XGL3
BcK1E1_00018	0	0	0	0	0	0	0	0	0	0	0	0
BcK1E1_00019	0	0	0	0	0	0	0	0	0	0	0	0
BcK1E1_00020	0	0	0	0	0	0	0	0	0	0	0	0
BcK1E1_00021	477.9988652456644	440.00063475724164	415.00113565234886	511.997991737697	555.9999296271052	526.9984297153696	474.99912069795624	667.0002407877419	622.9985874738665	463.9983196268185	422.0016099455352	590.9992038145347
BcK1E1_00022	1411.0026876091922	1361.000260437127	1205.0011862063623	2907.9974415291003	3131.997649333066	2995.0022211828386	1785.9975831806607	2349.9984501091653	2357.0003298952283	2025.0018036416463	1522.0006665733963	2171.000307328383
BcK1E1_00023	4568.003160678072	4122.002420490468	3860.9994102791075	3980.0027433779865	4220.004207334254	4155.998753410994	4432.0009132315045	5365.002810249319	4950.997404383457	4006.0001990915252	4311.002242970578	4365.996882340821
BcK1E1_00024	1588.0025113458235	1543.9993267910695	1208.9992766779833	1846.0035002442191	1985.0017473471703	1994.0036102012346	1441.0016033969841	1837.9994466488781	1463.999260360412	1697.999691563251	1451.9969446484454	1779.0039521896567
BcK1E1_00025	2961.9899970555466	2803.0051582294836	2487.999834844634	3177.0000473176833	3587.000147887485	3364.9999519685757	2610.0000491665705	3519.9989868492535	3023.0013254804626	2965.001592372794	2536.0010644901217	3597.9987792801007
BcK1E1_00026	80983.01419155857	64191.9578944434	65685.00094419294	82968.92189172245	91184.94454487255	82809.03678263437	70515.0382875054	99791.00515612314	90767.02059904931	84502.99456789283	72414.98262548077	87419.00443982804
BcK1E1_00027	5482.006346634262	4316.001810733299	4443.996459054553	6408.996545989598	6967.00434237704	6631.000870815425	6398.000295678722	7655.994794219112	8290.004916805741	5289.00421647645	5168.001562202475	6100.00031543566
BcK1E1_00028	3160.0023141183824	2666.0019106706222	2390.997962176414	5776.998099448195	6537.9995414082905	6029.000807194715	4402.9975288371925	5453.000324089897	5478.99819828664	4160.998650684598	3475.995684507924	4687.000569894387
BcK1E1_00029	5259.0048673532565	4867.99933459727	4501.99478637826	11708.984094413861	12675.987371588848	12087.989121311484	9353.014337114102	11130.01513993562	10678.984029386262	8869.024692889541	7689.974140396958	11130.009583642724
BcK1E1_00030	5859.003885618756	6639.004131593924	6068.995738700896	5636.004971073198	6006.001173420494	5963.996262981577	4378.9982780671635	5722.999762083034	4991.992246458131	5150.007043438039	3997.001624233913	7483.995859394138
BcK1E1_00031	372.00068133631663	311.00065004310045	402.00034393149565	340.999241905891	346.99964431895387	360.9995192536232	315.9995825730617	450.99961477494514	405.99903892843446	286.9998892746408	270.9991484150367	377.9995080250851
BcK1E1_00032	127279.74938870234	85574.9634275858	103003.90455736814	80373.93126596004	95837.99830786917	84315.97033642478	44877.99758928478	55244.04026938592	53621.02213473727	86679.01753365393	85243.03879254375	105481.98106420794
BcK1E1_00033	15575.001621671316	14686.018055976696	17454.99584016982	4891.001973160534	5455.002958540476	5211.993962223776	2830.998661098084	4305.9998165170955	3734.0013903614845	3662.9999570994987	3790.9982059199583	5348.007860933599
